"","Date","Site.Name","COUNTY","mean_lat","mean_long","Month","Year","PM2.5 - Local Conditions","Ozone","Acceptable PM2.5 AQI & Speciation Mass"
"642",2020-02-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2,2020,34,NA,NA
"643",2020-02-22,"Millbrook School","Wake",35.856111,-78.574167,2,2020,34.5,27.5,NA
"644",2020-02-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2,2020,29,NA,28
"645",2020-02-22,"West Johnston Co.","Johnston",35.59095,-78.4622,2,2020,29,36,NA
"646",2020-02-23,"Bryson City","Swain",35.434767,-83.442133,2,2020,48,28,NA
"647",2020-02-23,"Castle Hayne","New Hanover",34.364167,-77.838611,2,2020,2,35,NA
"648",2020-02-23,"Clemmons Middle","Forsyth",36.026,-80.342,2,2020,58,NA,NA
"649",2020-02-23,"Durham Armory","Durham",36.0329550008979,-78.904037,2,2020,45,32,NA
"650",2020-02-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2,2020,NA,34,NA
"651",2020-02-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2,2020,41,32.5,NA
"652",2020-02-23,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2,2020,53,NA,NA
"653",2020-02-23,"Leggett","Edgecombe",35.988278,-77.5843,2,2020,NA,35,28
"654",2020-02-23,"Linville Falls","Avery",35.972347,-81.933072,2,2020,NA,38,NA
"655",2020-02-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2,2020,56,NA,NA
"656",2020-02-23,"Millbrook School","Wake",35.856111,-78.574167,2,2020,48,25,NA
"657",2020-02-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2,2020,NA,NA,32
"658",2020-02-23,"West Johnston Co.","Johnston",35.59095,-78.4622,2,2020,54,34,NA
"659",2020-02-24,"Bryson City","Swain",35.434767,-83.442133,2,2020,45,43,NA
"660",2020-02-24,"Castle Hayne","New Hanover",34.364167,-77.838611,2,2020,1,41,NA
"661",2020-02-24,"Clemmons Middle","Forsyth",36.026,-80.342,2,2020,52,NA,NA
"662",2020-02-24,"Durham Armory","Durham",36.0329550008979,-78.904037,2,2020,38,42,NA
"663",2020-02-24,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2,2020,48,36.5,NA
"664",2020-02-24,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2,2020,52,NA,NA
"665",2020-02-24,"Leggett","Edgecombe",35.988278,-77.5843,2,2020,NA,41,28
"666",2020-02-24,"Linville Falls","Avery",35.972347,-81.933072,2,2020,NA,43,NA
"667",2020-02-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2,2020,49,44,NA
"668",2020-02-24,"Millbrook School","Wake",35.856111,-78.574167,2,2020,38,35.5,NA
"669",2020-02-24,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2,2020,NA,NA,23
"670",2020-02-24,"West Johnston Co.","Johnston",35.59095,-78.4622,2,2020,38,42,NA
"671",2020-02-25,"Bryson City","Swain",35.434767,-83.442133,2,2020,21,42,NA
"672",2020-02-25,"Castle Hayne","New Hanover",34.364167,-77.838611,2,2020,0,NA,NA
"673",2020-02-25,"Clemmons Middle","Forsyth",36.026,-80.342,2,2020,38,NA,NA
"674",2020-02-25,"Durham Armory","Durham",36.0329550008979,-78.904037,2,2020,27,42,NA
"675",2020-02-25,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2,2020,NA,44,10
"676",2020-02-25,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2,2020,27.5,33.5,NA
"677",2020-02-25,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2,2020,30.6666666666667,NA,NA
"678",2020-02-25,"Leggett","Edgecombe",35.988278,-77.5843,2,2020,NA,43,18
"679",2020-02-25,"Linville Falls","Avery",35.972347,-81.933072,2,2020,NA,42,17
"680",2020-02-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2,2020,29,43,NA
"681",2020-02-25,"Millbrook School","Wake",35.856111,-78.574167,2,2020,30.5,37.5,NA
"682",2020-02-25,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2,2020,16,NA,14
"683",2020-02-25,"West Johnston Co.","Johnston",35.59095,-78.4622,2,2020,32,44,NA
"684",2020-02-26,"Bryson City","Swain",35.434767,-83.442133,2,2020,13,NA,NA
"685",2020-02-26,"Castle Hayne","New Hanover",34.364167,-77.838611,2,2020,6,44,NA
"686",2020-02-26,"Clemmons Middle","Forsyth",36.026,-80.342,2,2020,19,NA,NA
"687",2020-02-26,"Durham Armory","Durham",36.0329550008979,-78.904037,2,2020,19,39,NA
"688",2020-02-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2,2020,NA,45,NA
"689",2020-02-26,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2,2020,16,43,NA
"690",2020-02-26,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2,2020,18,NA,NA
"691",2020-02-26,"Leggett","Edgecombe",35.988278,-77.5843,2,2020,NA,45,17
"692",2020-02-26,"Linville Falls","Avery",35.972347,-81.933072,2,2020,NA,44,NA
"693",2020-02-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2,2020,19,44,NA
"694",2020-02-26,"Millbrook School","Wake",35.856111,-78.574167,2,2020,22,35.5,NA
"695",2020-02-26,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2,2020,NA,NA,15
"696",2020-02-26,"West Johnston Co.","Johnston",35.59095,-78.4622,2,2020,18,NA,NA
"697",2020-02-27,"Bryson City","Swain",35.434767,-83.442133,2,2020,23,42,NA
"698",2020-02-27,"Castle Hayne","New Hanover",34.364167,-77.838611,2,2020,3,41,NA
"699",2020-02-27,"Clemmons Middle","Forsyth",36.026,-80.342,2,2020,32,NA,NA
"700",2020-02-27,"Durham Armory","Durham",36.0329550008979,-78.904037,2,2020,25,26,NA
"701",2020-02-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2,2020,NA,44,NA
"702",2020-02-27,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2,2020,22,31,NA
"703",2020-02-27,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2,2020,28,NA,NA
"704",2020-02-27,"Leggett","Edgecombe",35.988278,-77.5843,2,2020,NA,22,15
"705",2020-02-27,"Linville Falls","Avery",35.972347,-81.933072,2,2020,NA,41,NA
"706",2020-02-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2,2020,21,28,NA
"707",2020-02-27,"Millbrook School","Wake",35.856111,-78.574167,2,2020,29,32,NA
"708",2020-02-27,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2,2020,NA,29,18
"709",2020-02-27,"West Johnston Co.","Johnston",35.59095,-78.4622,2,2020,25,NA,NA
"710",2020-02-28,"Bryson City","Swain",35.434767,-83.442133,2,2020,33,21,NA
"711",2020-02-28,"Castle Hayne","New Hanover",34.364167,-77.838611,2,2020,6,39,NA
"712",2020-02-28,"Clemmons Middle","Forsyth",36.026,-80.342,2,2020,53,41,NA
"713",2020-02-28,"Durham Armory","Durham",36.0329550008979,-78.904037,2,2020,39.5,36,NA
"714",2020-02-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2,2020,NA,44,NA
"715",2020-02-28,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2,2020,43,30,NA
"716",2020-02-28,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2,2020,44,NA,NA
"717",2020-02-28,"Leggett","Edgecombe",35.988278,-77.5843,2,2020,NA,37,40
"718",2020-02-28,"Linville Falls","Avery",35.972347,-81.933072,2,2020,NA,43,15
"719",2020-02-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2,2020,45,44,NA
"720",2020-02-28,"Millbrook School","Wake",35.856111,-78.574167,2,2020,37.5,32,NA
"721",2020-02-28,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2,2020,20,38,24
"722",2020-02-28,"West Johnston Co.","Johnston",35.59095,-78.4622,2,2020,38,NA,NA
"723",2020-03-01,"Bryson City","Swain",35.434767,-83.442133,3,2020,16,30.5,NA
"724",2020-03-01,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,9,34,NA
"725",2020-03-01,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,38,31.5,NA
"726",2020-03-01,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,38,31,NA
"727",2020-03-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,39,NA
"728",2020-03-01,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,26,27.5,NA
"729",2020-03-01,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,37,32.5,NA
"730",2020-03-01,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,29,33
"731",2020-03-01,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,33.5,NA
"732",2020-03-01,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,37,33.5,NA
"733",2020-03-01,"Millbrook School","Wake",35.856111,-78.574167,3,2020,37,30,NA
"734",2020-03-01,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,NA,30,27
"735",2020-03-01,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,37,29.5,NA
"736",2020-03-02,"Bryson City","Swain",35.434767,-83.442133,3,2020,18,37.5,NA
"737",2020-03-02,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,3,35,NA
"738",2020-03-02,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,10,36.5,NA
"739",2020-03-02,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,20,37.5,NA
"740",2020-03-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,43.5,NA
"741",2020-03-02,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,11,34.5,NA
"742",2020-03-02,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,10,36.5,NA
"743",2020-03-02,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,35,3
"744",2020-03-02,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,34,NA
"745",2020-03-02,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,10,40.5,NA
"746",2020-03-02,"Millbrook School","Wake",35.856111,-78.574167,3,2020,18,38,NA
"747",2020-03-02,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,NA,36,12
"748",2020-03-02,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,4,38,NA
"749",2020-03-03,"Bryson City","Swain",35.434767,-83.442133,3,2020,23,32.5,NA
"750",2020-03-03,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,0,39.5,NA
"751",2020-03-03,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,13,33,NA
"752",2020-03-03,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,14,35.5,NA
"753",2020-03-03,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,39,NA
"754",2020-03-03,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,8.5,28.5,NA
"755",2020-03-03,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,9.66666666666667,33.5,NA
"756",2020-03-03,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,36.5,10
"757",2020-03-03,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,25,NA
"758",2020-03-03,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,14,35.5,NA
"759",2020-03-03,"Millbrook School","Wake",35.856111,-78.574167,3,2020,13,36,NA
"760",2020-03-03,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,10,37,12
"761",2020-03-03,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,8,36,NA
"762",2020-03-04,"Bryson City","Swain",35.434767,-83.442133,3,2020,26,39.5,NA
"763",2020-03-04,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,0,34.5,NA
"764",2020-03-04,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,17,42.5,NA
"765",2020-03-04,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,24,42.5,NA
"766",2020-03-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,42.5,NA
"767",2020-03-04,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,20,40,NA
"768",2020-03-04,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,16,43,NA
"769",2020-03-04,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,38,10
"770",2020-03-04,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,38,NA
"771",2020-03-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,19,42.5,NA
"772",2020-03-04,"Millbrook School","Wake",35.856111,-78.574167,3,2020,22,41.5,NA
"773",2020-03-04,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,NA,38,16
"774",2020-03-04,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,20,37.5,NA
"775",2020-03-05,"Bryson City","Swain",35.434767,-83.442133,3,2020,57,43,NA
"776",2020-03-05,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,5,37.5,NA
"777",2020-03-05,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,24,42,NA
"778",2020-03-05,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,29,39.5,NA
"779",2020-03-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,44,NA
"780",2020-03-05,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,32,41,NA
"781",2020-03-05,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,22,41,NA
"782",2020-03-05,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,38.5,8
"783",2020-03-05,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,42.5,NA
"784",2020-03-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,20,42.5,NA
"785",2020-03-05,"Millbrook School","Wake",35.856111,-78.574167,3,2020,28,40,NA
"786",2020-03-05,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,NA,37.5,18
"787",2020-03-05,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,36,39,NA
"788",2020-03-06,"Bryson City","Swain",35.434767,-83.442133,3,2020,63,40.5,NA
"789",2020-03-06,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,15,42,NA
"790",2020-03-06,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,33,34.5,NA
"791",2020-03-06,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,32.5,32,NA
"792",2020-03-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,45,NA
"793",2020-03-06,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,55,30.5,NA
"794",2020-03-06,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,25,35.5,NA
"795",2020-03-06,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,37,13
"796",2020-03-06,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,40.5,44
"797",2020-03-06,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,26,34.5,NA
"798",2020-03-06,"Millbrook School","Wake",35.856111,-78.574167,3,2020,31,33.5,NA
"799",2020-03-06,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,20,38.5,25
"800",2020-03-06,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,46,35.5,NA
"801",2020-03-07,"Bryson City","Swain",35.434767,-83.442133,3,2020,23,41,NA
"802",2020-03-07,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,22,42,NA
"803",2020-03-07,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,37,37.5,NA
"804",2020-03-07,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,29,36.5,NA
"805",2020-03-07,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,47,NA
"806",2020-03-07,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,29,36.5,NA
"807",2020-03-07,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,28,37,NA
"808",2020-03-07,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,39,12
"809",2020-03-07,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,41,NA
"810",2020-03-07,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,24,38.5,NA
"811",2020-03-07,"Millbrook School","Wake",35.856111,-78.574167,3,2020,30,37,NA
"812",2020-03-07,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,NA,39.5,25
"813",2020-03-07,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,25,38,NA
"814",2020-03-08,"Bryson City","Swain",35.434767,-83.442133,3,2020,24,35,NA
"815",2020-03-08,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,10,43,NA
"816",2020-03-08,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,30,35.5,NA
"817",2020-03-08,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,27,36,NA
"818",2020-03-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,44,NA
"819",2020-03-08,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,27,33,NA
"820",2020-03-08,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,28,34,NA
"821",2020-03-08,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,37.5,15
"822",2020-03-08,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,40,NA
"823",2020-03-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,20,36.5,NA
"824",2020-03-08,"Millbrook School","Wake",35.856111,-78.574167,3,2020,28,36.5,NA
"825",2020-03-08,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,NA,38.5,24
"826",2020-03-08,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,23,38,NA
"827",2020-03-09,"Bryson City","Swain",35.434767,-83.442133,3,2020,35,38.5,NA
"828",2020-03-09,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,17,44,NA
"829",2020-03-09,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,31,32,NA
"830",2020-03-09,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,26,34,NA
"831",2020-03-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,34,NA
"832",2020-03-09,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,30,33.5,NA
"833",2020-03-09,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,25.3333333333333,33,NA
"834",2020-03-09,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,40,21
"835",2020-03-09,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,39.5,18
"836",2020-03-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,30,33,NA
"837",2020-03-09,"Millbrook School","Wake",35.856111,-78.574167,3,2020,30.5,38.5,NA
"838",2020-03-09,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,18,41.5,23
"839",2020-03-09,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,28,38.5,NA
"840",2020-03-10,"Bryson City","Swain",35.434767,-83.442133,3,2020,62,37.5,NA
"841",2020-03-10,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,55,37,NA
"842",2020-03-10,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,71,33.5,NA
"843",2020-03-10,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,57,25,NA
"844",2020-03-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,48,NA
"845",2020-03-10,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,74,26.5,NA
"846",2020-03-10,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,64,31.5,NA
"847",2020-03-10,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,34.5,46
"848",2020-03-10,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,46,NA
"849",2020-03-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,62,33,NA
"850",2020-03-10,"Millbrook School","Wake",35.856111,-78.574167,3,2020,69,34.5,NA
"851",2020-03-10,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,NA,39,61
"852",2020-03-10,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,81,36.5,NA
"853",2020-03-11,"Bryson City","Swain",35.434767,-83.442133,3,2020,54,30,NA
"854",2020-03-11,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,28,41,NA
"855",2020-03-11,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,70,35,NA
"856",2020-03-11,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,60,36,NA
"857",2020-03-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,45,NA
"858",2020-03-11,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,74,32,NA
"859",2020-03-11,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,66,36.5,NA
"860",2020-03-11,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,38,39
"861",2020-03-11,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,42,NA
"862",2020-03-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,60,37.5,NA
"863",2020-03-11,"Millbrook School","Wake",35.856111,-78.574167,3,2020,56,37,NA
"864",2020-03-11,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,NA,39.5,39
"865",2020-03-11,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,55,37.5,NA
"866",2020-03-12,"Bryson City","Swain",35.434767,-83.442133,3,2020,15,43,NA
"867",2020-03-12,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,18,40.5,NA
"868",2020-03-12,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,43,42,NA
"869",2020-03-12,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,36,40.5,NA
"870",2020-03-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,48,NA
"871",2020-03-12,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,19,39,NA
"872",2020-03-12,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,40,43.5,NA
"873",2020-03-12,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,38.5,25
"874",2020-03-12,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,45.5,10
"875",2020-03-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,35,43.5,NA
"876",2020-03-12,"Millbrook School","Wake",35.856111,-78.574167,3,2020,32,45,NA
"877",2020-03-12,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,21,39,24
"878",2020-03-12,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,37,39,NA
"879",2020-03-13,"Bryson City","Swain",35.434767,-83.442133,3,2020,35,45,NA
"880",2020-03-13,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,20,47,NA
"881",2020-03-13,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,32,46,NA
"882",2020-03-13,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,34,44.5,NA
"883",2020-03-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,54,NA
"884",2020-03-13,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,30,45.5,NA
"885",2020-03-13,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,31,46,NA
"886",2020-03-13,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,46,22
"887",2020-03-13,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,47,NA
"888",2020-03-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,25,47.5,NA
"889",2020-03-13,"Millbrook School","Wake",35.856111,-78.574167,3,2020,31,45.5,NA
"890",2020-03-13,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,NA,47,28
"891",2020-03-13,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,28,45.5,NA
"892",2020-03-14,"Bryson City","Swain",35.434767,-83.442133,3,2020,22,42,NA
"893",2020-03-14,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,20,47,NA
"894",2020-03-14,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,25,45,NA
"895",2020-03-14,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,31,46,NA
"896",2020-03-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,41,NA
"897",2020-03-14,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,21,45,NA
"898",2020-03-14,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,25,45,NA
"899",2020-03-14,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,46.5,13
"900",2020-03-14,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,42.5,NA
"901",2020-03-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,19,46.5,NA
"902",2020-03-14,"Millbrook School","Wake",35.856111,-78.574167,3,2020,26,46.5,NA
"903",2020-03-14,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,NA,46.5,21
"904",2020-03-14,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,23,46,NA
"905",2020-03-15,"Bryson City","Swain",35.434767,-83.442133,3,2020,46,52.5,NA
"906",2020-03-15,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,19,45.5,NA
"907",2020-03-15,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,43,49,NA
"908",2020-03-15,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,35.5,42.5,NA
"909",2020-03-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,54,23
"910",2020-03-15,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,29.5,39.5,NA
"911",2020-03-15,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,2020,34.6666666666667,49.5,NA
"912",2020-03-15,"Leggett","Edgecombe",35.988278,-77.5843,3,2020,NA,45,29
"913",2020-03-15,"Linville Falls","Avery",35.972347,-81.933072,3,2020,NA,42,30
"914",2020-03-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,2020,42,48,NA
"915",2020-03-15,"Millbrook School","Wake",35.856111,-78.574167,3,2020,34,43,NA
"916",2020-03-15,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,2020,25,46,30
"917",2020-03-15,"West Johnston Co.","Johnston",35.59095,-78.4622,3,2020,42,45.5,NA
"918",2020-03-16,"Bryson City","Swain",35.434767,-83.442133,3,2020,66,54,NA
"919",2020-03-16,"Castle Hayne","New Hanover",34.364167,-77.838611,3,2020,56,56,NA
"920",2020-03-16,"Clemmons Middle","Forsyth",36.026,-80.342,3,2020,45,46.5,NA
"921",2020-03-16,"Durham Armory","Durham",36.0329550008979,-78.904037,3,2020,47,46,NA
"922",2020-03-16,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,2020,NA,47,NA
"923",2020-03-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,2020,57,55.5,NA
